title,authors,date,tags,link
"EU Policy. 23 member states sign Solar Charter, vow to tackle unfair competition",Marta Pacheco,2024-04-16,"['Environmental protection', 'Climate emergency', 'Euroviews', 'Microplastics', 'Ocean', 'overfishing']",https://www.euronews.com/green/2024/04/16/23-member-states-sign-solar-charter-vow-to-tackle-unfair-competition
‘Unique and iconic’: The new Spanish gorge walk set to win tourists over,Saskia O'Donoghue,2024-04-16,"['Local travel guides', 'Tourists', 'Spain', 'Malaga', 'international travel', 'Travel']",https://www.euronews.com/travel/2024/04/16/unique-and-iconic-the-new-spanish-gorge-walk-set-to-win-tourists-over
UK lawmakers vote to approve plans to ban smoking for those born after 2009,"['Euronews', 'AP']",2024-04-16,"['United Kingdom', 'Vaping', 'teenager', 'Smoking ban', 'Children']",https://www.euronews.com/health/2024/04/16/uk-lawmakers-to-vote-on-plans-to-ban-smoking-for-those-born-after-2009
'Suspended States': Yinka Shonibare challenges colonial narratives in moving London exhibition,Jonny Walfisz,2024-04-16,"['Video', 'Exhibition', 'Gallery', 'Colonialism', 'London']",https://www.euronews.com/culture/2024/04/16/suspended-states-yinka-shonibare-challenges-colonial-narratives-in-moving-london-exhibitio
IMF sees eurozone growth rebounding and ECB cutting rates by the fourth quarter,['Piero Cingari'],2024-04-16,"['Middle East', 'IMF', 'Israel Hamas war']",https://www.euronews.com/business/2024/04/16/imf-outlook-eurozone-growth-set-to-rebound-but-inflation-at-risk-amid-middle-east-turmoil
German chancellor rules out decoupling from China but calls for quality cooperation,"['Euronews', 'AP, EBU']",2024-04-16,"['Xi Jinping', 'China', 'Germany', 'Economy', 'European economy', 'Olaf Scholz']",https://www.euronews.com/2024/04/16/german-chancellor-rules-out-decoupling-from-china-but-calls-for-quality-cooperation
Watches and Wonders 2024: elite of watchmaking unveil their creations in Geneva,Cyril Fourneris,2024-04-16,"['Luxury', 'Geneva', 'Watches and Wonders 2024']",https://www.euronews.com/business/2024/04/16/watches-and-wonders-2024-elite-of-watchmaking-unveil-their-creations-in-geneva
Erdogan blasts West's double standards over Iran Israel response,['Euronews'],2024-04-16,"['Iran Army', 'Israel', 'The Gaza Strip', 'Benjamin Netanyahu']",https://www.euronews.com/2024/04/16/israel-demands-new-iran-sanctions-after-weekend-missile-and-drone-attack
EU Policy. Von der Leyen staffing turbulence plays into EU elections,Jack Schickler,2024-04-16,"['Small and medium-sized enterprises (SMEs`)', 'EU Policy', 'Ursula von der Leyen']",https://www.euronews.com/my-europe/2024/04/16/von-der-leyen-staffing-turbulence-plays-into-eu-elections
"Euroviews. To save our oceans and our planet, we need leaders ready to challenge the status quo",['Ted Danson'],2024-04-16,"['Environmental protection', 'Climate emergency', 'Euroviews', 'Microplastics', 'Ocean', 'overfishing']",https://www.euronews.com/green/2024/04/16/to-save-our-oceans-and-our-planet-we-need-leaders-ready-to-challenge-the-status-quo
Italian inflation steadies as markets await ECB rate cut,Cyril Fourneris,2024-04-16,"['Italy', 'fuel prices', 'Inflation']",https://www.euronews.com/business/2024/04/16/italian-inflation-steadies-as-markets-await-ecb-rate-cut
European markets slump as investors weigh Middle East developments,Angela Barnes,2024-04-16,"['crude oil', 'Markets', 'Middle East', 'World markets', 'European markets', ""Iran's attack on Israel""]",https://www.euronews.com/business/2024/04/16/european-markets-slump-as-investors-weigh-middle-east-developments
"Brussels police shut down hard-right, nationalist gathering featuring Orbán, Farage and Braverman",['Vincenzo Genovese'],2024-04-16,"['Nigel Farage', 'Brussels', 'Viktor Orbán']",https://www.euronews.com/my-europe/2024/04/16/brussels-police-shuts-down-orban-and-farages-far-right-gathering
Israeli artist cancels her Venice Biennale show to demand a cease-fire,Jonny Walfisz,2024-04-16,"['Exhibition', 'Israel', 'Italy', 'Venice Biennale', 'Fine arts', 'Israel Hamas war']",https://www.euronews.com/culture/2024/04/16/israeli-artist-cancels-her-venice-biennale-show-to-demand-a-cease-fire
"Euroviews. Every time you blame cows for climate change, an oil executive laughs",['Ted Danson'],2024-04-16,"['Climate emergency', 'meat industry', 'Euroviews', 'methane', 'livestock', 'farming']",https://www.euronews.com/green/2024/04/16/every-time-you-blame-cows-for-climate-change-an-oil-executive-laughs
"Blackstone buys EV gigafactory land, quelling UK net-zero dreams",Indrabati Lahiri,2024-04-16,"['Lithium', 'Electric cars', 'climate change', 'battery']",https://www.euronews.com/business/2024/04/16/blackstone-buys-ev-gigafactory-land-quelling-uk-net-zero-dreams
"‘My misery, your paradise’: Canary Island residents say mass tourism is at breaking point",Saskia O'Donoghue,2024-04-16,"['Hunger strike', 'Canary Islands', 'overtourism', 'Housing', 'Protests', 'Tenerife']",https://www.euronews.com/travel/2024/04/16/my-misery-your-paradise-canary-island-residents-say-mass-tourism-is-at-breaking-point
Spanish left puts housing front and centre in EU elections campaign,['Euronews'],2024-04-16,"['Spain', 'Housing', 'Pedro Sánchez']",https://www.euronews.com/2024/04/16/spanish-left-puts-housing-front-and-centre-in-eu-elections-campaign
Fire engulfs historic Copenhagen Stock Exchange,"['Euronews', 'AP']",2024-04-16,"['Copenhagen', 'Fire', 'Rescue', 'Denmark', 'historical artifacts']",https://www.euronews.com/2024/04/16/fire-engulfs-historic-copenhagen-stock-exchange-spire-collapses
Former UK Prime Minister Liz Truss says she knows how to save the West after 49 days in office,['Christian Moore'],2024-04-16,"['Literature', 'publishing industry', 'Prime Minister', 'Liz Truss', 'British politics', 'Books']",https://www.euronews.com/culture/2024/04/16/former-uk-prime-minister-liz-truss-says-she-knows-how-to-save-the-west-after-49-days-in-of
Here's why Germany's economy remains the most distressed in Europe,Indrabati Lahiri,2024-04-16,"['Interest rates', 'France', 'Spain', 'Germany', 'Corporate', 'Inflation']",https://www.euronews.com/business/2024/04/16/germanys-economy-still-seen-to-be-suffering-the-most-in-europe
'The Europe we want': Italy's Democratic Party launches EU elections manifesto,['Vincenzo Genovese'],2024-04-16,"['Italian politics', 'Italy', 'European elections 2024']",https://www.euronews.com/my-europe/2024/04/16/the-europe-we-want-italys-democratic-party-launches-eu-elections-manifesto
Greek prime minister announces party candidates for EU elections,"['Euronews', 'AP']",2024-04-16,"['European Parliament', 'Kyriakos Mitsotakis', 'Greece', 'New Democracy', 'European elections 2024']",https://www.euronews.com/2024/04/16/greek-pm-kyriakos-mitsotakis-announces-party-candidates-for-eu-elections
Climate change forces world’s coral reefs to undergo fourth global mass bleaching event,"['Alexa St. John', 'AP']",2024-04-16,"['Great Barrier Reef', 'Corals', 'reef', 'Ocean', 'Global warming and climate change', 'Heatwave']",https://www.euronews.com/green/2024/04/16/climate-change-forces-worlds-coral-reefs-to-undergo-fourth-global-mass-bleaching-event
In pictures: Flame-lighting ceremony for the Paris Olympics in Greece,"['Euronews', 'EBU']",2024-04-16,"['live', 'Video', 'Olympic torch', 'Paris Olympics', 'Olympic games Paris 2024']",https://www.euronews.com/2024/04/16/watch-flame-lighting-ceremony-for-the-paris-olympics-in-greece
China’s economy grows 5.3% in first quarter as Lunar New Year boosts spending,['Euronews'],2024-04-16,"['China', 'GDP', 'Evergrande']",https://www.euronews.com/business/2024/04/16/chinas-economy-grows-53-in-first-quarter-as-lunar-new-year-boosts-spending
Dozens of jurors dismissed from Trump criminal hush money trial,"['Euronews', 'AP']",2024-04-16,"['Donald Trump', 'Judgement', 'stormy daniels']",https://www.euronews.com/2024/04/16/dozens-of-jurors-dismissed-from-trump-criminal-hush-money-trial
NASA confirms mysterious object that smashed through roof of house was space junk from ISS,['Euronews and AP'],2024-04-16,"['NASA', 'space junk', 'UFO', 'International Space Station']",https://www.euronews.com/next/2024/04/16/nasa-confirms-mysterious-object-that-smashed-through-roof-of-house-was-space-junk-from-iss
'Rust' armourer sentenced to 18 months in prison for fatal on-set shooting,['AP'],2024-04-16,"['Gun control', 'movie industry', 'Alec Baldwin', 'Hollywood', 'Trial']",https://www.euronews.com/culture/2024/04/16/rust-armourer-sentenced-to-18-months-in-prison-for-fatal-on-set-shooting
"EU Policy. Pieper quits, casting shade on von der Leyen appointment process",Jack Schickler,2024-04-16,"['Small and medium-sized enterprises (SMEs`)', 'EU Policy', 'Ursula von der Leyen']",https://www.euronews.com/my-europe/2024/04/16/pieper-quits-casting-shade-on-von-der-leyen-appointment-process
"Attacks on Ukraine's nuclear plant put world at risk, IAEA warns","['Euronews', 'AP']",2024-04-16,"['us congress', 'Nuclear power plant', ""Russia's invasion of Ukraine"", 'Zaporizhia']",https://www.euronews.com/2024/04/16/attacks-on-ukraines-nuclear-plant-put-world-at-risk-iaea-warns
EU Policy. Online platforms' ad databases lack clarity as EU election nears - study,Cynthia Kroet,2024-04-16,"['Advertising', 'EU Policy', 'online internet platforms', 'online shopping']",https://www.euronews.com/next/2024/04/16/online-platforms-ad-databases-lack-clarity-as-eu-election-nears-study
Famous names petition G20 in call for debt and climate crisis reform,Doloresz Katanich,2024-04-16,"['Finance', 'Sustainable development', 'G20', 'United Nations', 'IMF', 'World Bank']",https://www.euronews.com/business/2024/04/16/famous-names-petition-g20-in-call-for-debt-and-climate-crisis-reform
Knife attack in Sydney church treated as 'act of terrorism',"['Euronews', 'AP']",2024-04-16,"['terrorist attack', 'stabbing', 'Sydney', 'Knife attack', 'Church']",https://www.euronews.com/2024/04/16/knife-attack-in-sydney-church-treated-as-act-of-terrorism
British sculptor Antony Gormley unveils new exhibition in English country estate,['Christian Moore'],2024-04-16,"['Exhibition', 'Places to visit', 'Sculpture']",https://www.euronews.com/culture/2024/04/16/british-sculptor-antony-gormley-unveils-new-exhibition-in-english-country-estate
"Inheritance tax across Europe: How do the rules, rates and revenues vary?",Doloresz Katanich,2024-04-16,"['taxation', 'inequality', 'inheritance tax', 'wealth']",https://www.euronews.com/business/2024/04/16/inheritance-tax-across-europe-how-do-the-rules-rates-and-revenues-vary
Fact-check: Is the EU digital identity wallet going to strip away our privacy?,James Thomas,2024-04-16,"['Fact checking', 'European Union', 'Privacy', 'Data', 'TheCube']",https://www.euronews.com/my-europe/2024/04/16/fact-check-is-the-eu-digital-identity-wallet-going-to-strip-away-our-privacy
War on rats: Could birth control be the antidote to New York’s rodent problem?,"['Maysoon Khan and Cedar Attanasio', 'AP']",2024-04-16,"['New York', 'city', 'rats', 'contraception', 'animal welfare', 'Animals']",https://www.euronews.com/green/2024/04/16/war-on-rats-could-birth-control-be-the-antidote-to-new-yorks-rodent-problem
Is Europe prepared for nuclear catastrophe at Zaporizhzhia?,Alessio Dell'Anna,2024-04-16,"['EU Policy', 'European elections 2024', 'Green Deal']",https://www.euronews.com/my-europe/2024/04/16/is-europe-prepared-for-nuclear-catastrophe-at-zaporizhzhia
Mass brawl breaks out in Georgian parliament over controversial media law,"['Euronews', 'AP']",2024-04-15,"['Georgia politics', 'Russia', 'Georgia']",https://www.euronews.com/2024/04/15/mass-brawl-breaks-out-in-georgian-parliament-over-controversial-media-law
"Scientists believe they've traced the beans in your morning coffee back 600,000 years",['Euronews and AP'],2024-04-15,"['Nutritional health', 'scientific research', 'coffee', 'Genetics']",https://www.euronews.com/health/2024/04/15/scientists-believe-theyve-traced-the-beans-in-your-morning-coffee-back-600000-years
"Ukraine war: Blinken assures Black Sea allies of US support, Russian strikes hit Donbas and Kherson","['Euronews', 'AP']",2024-04-15,"['Military aid', 'Antony BLINKEN', 'Black sea', 'Ukraine war']",https://www.euronews.com/2024/04/15/ukraine-war-blinken-assure-black-sea-allies-of-us-support-russian-strikes-hit-donbas-and-k
Want to move to Europe? Here are all the countries where you can apply for a digital nomad visa,['Euronews Travel'],2024-04-15,"['Spain', 'Italy', 'visa', 'digital nomad', 'expatriates', 'Portugal']",https://www.euronews.com/travel/2024/04/15/want-to-move-to-europe-here-are-all-the-digital-nomads-visas-available-for-remote-workers
Euroviews. An Arab-Israel axis against the Islamic Republic of Iran is now a reality,['Samuel J. Hyde'],2024-04-15,"['Supreme Leader of Iran', 'Saudi Arabia', 'Euroviews', ""Iran's attack on Israel"", 'Jordan', 'Israel Hamas war']",https://www.euronews.com/2024/04/15/an-arab-israel-axis-against-the-islamic-republic-is-now-a-reality
EU Policy. Survey rates parties on Green Deal - from 'pro' to 'prehistoric',Alessio Dell'Anna,2024-04-16,"['EU Policy', 'European elections 2024', 'Green Deal']",https://www.euronews.com/my-europe/2024/04/15/survey-rates-parties-on-green-deal-from-pro-to-prehistoric
Watch: The Nigerian hero creating a safe haven for animals,['Favour Okoro'],2024-04-15,"['wildlife conservation', 'Nigeria', 'Animals', 'Endangered species']",https://www.euronews.com/culture/2024/04/15/watch-the-nigerian-hero-creating-a-safe-haven-for-animals
‘End crippling debt’: Calls mount for global financial reform to tackle debt and climate crisis,Rosie Frost,2024-04-15,"['Paris agreement on climate', 'Debt crisis', 'Finance', 'G20', 'developing countries', 'climate change']",https://www.euronews.com/green/2024/04/15/end-crippling-debt-calls-mount-for-global-financial-reform-to-tackle-debt-and-climate-cris
EU Policy. Group of 77 urges leaders to impose progressive taxes for green transition,Marta Pacheco,2024-04-15,"['EU Policy', 'just transition', 'social cohesion', 'European elections 2024', 'Green Deal']",https://www.euronews.com/business/2024/04/15/group-of-77-urges-leaders-to-impose-progressive-taxes-for-green-transition
Hundreds attend Kosher Food Festival in Berlin,"['Euronews', 'AP']",2024-04-15,"['Berlin', 'Germany', 'Jews']",https://www.euronews.com/culture/2024/04/15/hundreds-attend-kosher-food-festival-in-berlin
World donors pledge millions in aid for Sudan on anniversary of war,"['Euronews', 'AP']",2024-04-15,"['Sudan', 'Civil War', 'Africa', 'Sudan war', 'RSF - Sudan']",https://www.euronews.com/2024/04/15/germany-pledges-millions-in-aid-for-sudan-on-anniversary-of-war
EU scrambles to rein in a wider spill-over in the Israel-Iran conflict,['Maria Psara'],2024-04-15,"['Middle East', 'EU-Iran', ""Iran's attack on Israel"", 'Israel Hamas war']",https://www.euronews.com/my-europe/2024/04/15/eu-scrambles-to-rein-in-a-wider-spill-over-in-the-israel-iran-conflict
"Istanbul, Dalaman, Izmir: Where to go with Türkiye’s new digital nomad visa",Rebecca Ann Hughes,2024-04-15,"['teleworking', 'remote working', 'Turkiye (Turkey)', 'İstanbul', 'visa', 'digital nomad']",https://www.euronews.com/travel/2024/04/15/istanbul-dalaman-izmir-where-to-go-with-turkiyes-new-digital-nomad-visa
‘Our ocean is not for sale’: Greenpeace calls on leaders to act at Athens ocean conference,Rosie Frost,2024-04-15,"['high seas', 'Greenpeace', 'conservation', 'Protests', 'Greece', 'marine pollution']",https://www.euronews.com/green/2024/04/15/our-ocean-is-not-for-sale-greenpeace-calls-on-leaders-to-act-at-athens-ocean-conference
Poo powered planes: Wizz Air wants to make sustainable aviation fuel from human waste,Saskia O'Donoghue,2024-04-15,"['Wizz Air', 'Fuel', 'carbon emissions', 'Airplanes', 'Fossil fuels', 'climate change']",https://www.euronews.com/travel/2024/04/15/poo-powered-planes-wizz-air-wants-to-make-sustainable-aviation-fuel-from-human-waste
"World's oldest living conjoined twins, Lori and George Schappell, die aged 62",['Euronews and AP'],2024-04-15,"['Health', 'Obituary', 'Marvel', 'twin']",https://www.euronews.com/health/2024/04/15/worlds-oldest-living-conjoined-twins-lori-and-george-schappell-die-aged-62
'God is the most fantastic designer': Remembering Roberto Cavalli through his fashion,['AP'],2024-04-15,"['fashion industry', 'Haute Couture', 'Milan Fashion Week', 'Fashion designer', 'Celebrity News']",https://www.euronews.com/culture/2024/04/15/god-is-the-most-fantastic-designer-remembering-roberto-cavalli-through-his-fashion
Samsung regains top slot as it bites into Apple's phone business,Marta Pacheco,2024-04-15,"['Apple', 'Shipment', 'Samsung', 'Smartphone']",https://www.euronews.com/business/2024/04/15/samsung-regains-top-slot-as-it-bites-into-apples-phone-business
ESA is launching two satellites on a world-first mission to create a man-made solar eclipse,"['Euronews', 'AP']",2024-04-15,"['European Space Agency', 'Total solar eclipse', 'Solar eclipse', 'satellite']",https://www.euronews.com/next/2024/04/15/esa-is-launching-two-satellites-on-a-world-first-mission-to-create-a-man-made-solar-eclips
"Sewage pollution could jeopardise Olympic swimming events in the River Seine, NGO warns",['Euronews Green'],2024-04-15,"['Swimming', 'river', 'waterway', 'sewage', 'Pollution', 'Olympic games Paris 2024']",https://www.euronews.com/green/2024/04/15/sewage-pollution-could-jeopardise-olympic-swimming-events-in-the-river-seine-ngo-warns
Goldman Sachs profits surge ahead to beat analyst forecasts,['AP'],2024-04-15,"['Interest rates', 'sales', 'Banking', 'Goldman Sachs', 'Profits']",https://www.euronews.com/business/2024/04/15/goldman-sachs-profits-surge-ahead-to-beat-analyst-forecasts
Tesla cuts 10% of its workforce in global efficiency drive,Indrabati Lahiri,2024-04-15,"['delivery', 'Tesla', 'Electric cars']",https://www.euronews.com/business/2024/04/15/tesla-staff-in-a-spin-as-news-that-10-of-global-workforce-is-to-go
Iran attack: Middle Eastern airspace closure could see continuing flight delays,Saskia O'Donoghue,2024-04-15,"['Lufthansa', 'travel update', ""Iran's attack on Israel"", 'international travel', 'aircraft', 'Israel Hamas war']",https://www.euronews.com/travel/2024/04/15/iran-attack-middle-eastern-airspace-closure-could-see-continuing-flight-delays
The future is geothermal: Hungarian city leads the way with renewable energy,['Maria Psara'],2024-04-15,"['Renewable energies', 'Hungary', 'Sustainable development']",https://www.euronews.com/my-europe/2024/04/15/hungary-boasts-the-eus-largest-geothermal-system
Poland ends long wait and gets first payment of EU recovery funds: €6.3 billion,Jorge Liboreiro,2024-04-15,"['Poland', 'European Commission', 'Justice', 'Economic recovery', 'Donald Tusk']",https://www.euronews.com/my-europe/2024/04/15/poland-ends-long-wait-and-gets-first-payment-of-eu-recovery-funds-63-billion
"Ahead of memoir release, Salman Rushdie opens up about knife attack",Anca Ulea,2024-04-15,"['Author', 'Literature', 'New York', 'Salman Rushdie', 'Books']",https://www.euronews.com/culture/2024/04/15/ahead-of-memoir-release-salman-rushdie-opens-up-about-knife-attack
Multiple worshippers and bishop stabbed at mass in Sydney,['Euronews'],2024-04-15,"['Hungary', 'EU Parliament', 'European elections 2024']",https://www.euronews.com/2024/04/15/multiple-worshippers-and-bishop-stabbed-at-mass-in-sydney
"EU Policy. Exclusive: European industrial strategy needed to compete with US, Letta to tell leaders",Jack Schickler,2024-04-15,"['EU Policy', 'Enrico Letta', 'Energy', 'European Council']",https://www.euronews.com/my-europe/2024/04/15/exclusive-european-industrial-strategy-needed-to-compete-with-us-letta-to-tell-leaders
Hungarian opposition demands early election at campaign launch,['Euronews'],2024-04-15,"['Hungary', 'EU Parliament', 'European elections 2024']",https://www.euronews.com/2024/04/15/hungarian-opposition-demands-early-election-at-campaign-launch
The effect Iran's attack on Israel could have on commodities,['Piero Cingari'],2024-04-15,"['crude oil', 'Metals market', ""Iran's attack on Israel""]",https://www.euronews.com/business/2024/04/15/how-irans-attack-on-israel-could-impact-commodities
Watches and Wonders 2024: How women are driving the luxury watch market,Anca Ulea,2024-04-15,"['Watchmaking', 'Switzerland', 'Luxury lifestyle', 'luxury goods', 'Watches and Wonders 2024']",https://www.euronews.com/culture/2024/04/15/watches-and-wonders-2024-how-women-are-driving-the-luxury-watch-market
Euroviews. Meta must stop charging for people’s right to privacy,['Itxaso Domínguez de Olazábal'],2024-04-15,"['Facebook', 'European Union', 'Euroviews', 'digital rights', 'Meta']",https://www.euronews.com/next/2024/04/15/meta-must-stop-charging-for-peoples-right-to-privacy
French right-wing candidate for EU elections campaigns on immigration at border city of Menton,['Euronews'],2024-04-15,"['France', 'Italy', 'asylum', 'Immigration', 'European elections 2024']",https://www.euronews.com/2024/04/15/french-right-wing-candidate-opposes-eu-migration-pact
"Police officer, sheriff’s deputy shot dead in upstate New York",['Euronews'],2024-04-15,"['New York', 'USA', 'police deparment', 'Shootings', 'shooting', 'gunman']",https://www.euronews.com/2024/04/15/police-officer-sheriffs-deputy-shot-dead-in-upstate-new-york
Aluminium prices soar after UK and US ban Russian metals trade,['Euronews'],2024-04-15,"['aluminium', 'sanctions against Russia', 'Metals market']",https://www.euronews.com/business/2024/04/15/aluminum-prices-soar-after-uk-and-us-ban-russian-metals-trade
The Iron Dome: How does Israel’s missile defence system work?,['Itxaso Domínguez de Olazábal'],2024-04-15,"['The Gaza Strip', 'Israeli-Palestinian conflict', 'Iron Dome', 'Palestine', 'Israel Hamas war']",https://www.euronews.com/next/2024/04/15/the-iron-dome-how-does-israels-missile-defence-system-work
Italy looks into claims of Ryanair breach of anti-competition rules,Eleanor Butler,2024-04-15,"['competition authority', 'Ryanair', 'Antitrust']",https://www.euronews.com/business/2024/04/15/italy-looks-into-claims-of-ryanair-breach-of-anti-competition-rules
Olivier Awards 2024: Broadway-bound 'Sunset Boulevard' and star Nicole Scherzinger win big,['AP'],2024-04-15,"['Musical', 'Theatre', 'Awards', 'London']",https://www.euronews.com/culture/2024/04/15/olivier-awards-2024-broadway-bound-sunset-boulevard-and-star-nicole-scherzinger-win-big
Baby who survived Sydney stabbing shows signs of recovery,"['Euronews', 'AP']",2024-04-15,"['stabbing', 'Oceania', 'Australia']",https://www.euronews.com/2024/04/15/baby-who-survived-sydney-stabbing-shows-signs-of-recovery
Eight films to better understand the Israeli-Palestinian conflict,['AP'],2024-04-15,"['Israel', 'Documentary', 'Cinema', 'film', 'Palestine', 'Israel Hamas war']",https://www.euronews.com/culture/2024/04/15/eight-films-to-better-understand-the-israel-palestine-conflict
"Iran will 'face consequences' for attack, vows Israeli military chief","['Euronews', 'AP']",2024-04-15,"['Iran Army', 'Bombardment', 'Tel Aviv', 'Tehran', 'Drones', 'Israel Hamas war']",https://www.euronews.com/2024/04/15/un-secretary-general-urges-de-escalation-in-middle-east
Markets lookahead: Risk-aversion expected to take centre stage,['Tina Teng'],2024-04-15,"['Interest rates', 'European markets', 'Inflation']",https://www.euronews.com/business/2024/04/15/markets-lookahead-risk-aversion-expected-to-take-centre-stage
150 years of Impressionism: How to celebrate the anniversary of the artistic movement in Europe,Jonny Walfisz,2024-04-15,"['impressionism', 'Museum', 'Exhibition', 'France', 'Anniversary', 'Fine arts']",https://www.euronews.com/culture/2024/04/15/150-years-of-impressionism-how-to-celebrate-the-anniversary-of-the-artistic-movement-in-eu
Palestinians flee to the north of Gaza amid rumours of open passage,"['Euronews', 'AP']",2024-04-15,"['The Gaza Strip', 'Gaza attack', 'Gaza City']",https://www.euronews.com/2024/04/15/palestinians-flee-to-the-north-of-gaza-amid-rumours-of-open-passage
US House Speaker promises to push for aid to Israel and Ukraine,"['Euronews', 'AP']",2024-04-15,"[""Iran's attack on Israel"", 'Israel Hamas war', 'Ukraine war', 'Russia-Ukraine invasion']",https://www.euronews.com/2024/04/15/us-house-speaker-promises-to-push-for-aid-to-israel-and-ukraine
"Hamas rejects latest Gaza truce proposal, demands permanent ceasefire","['Euronews', 'AP']",2024-04-15,"['Hamas', 'Israeli-Palestinian conflict', 'Ceasefire', 'Benjamin Netanyahu', 'Israel Hamas war']",https://www.euronews.com/2024/04/14/hamas-rejects-latest-gaza-truce-proposal-demands-permanent-ceasefire
Something to celebrate? How is the Israel attack viewed in Iran?,"['Euronews', 'AP']",2024-04-14,"['Israel', 'Iran', ""Iran's attack on Israel"", 'Protests in Iran', 'Iranian politics', 'Israel Hamas war']",https://www.euronews.com/2024/04/14/criticism-and-concern-how-the-israel-attack-is-viewed-in-iran
US artists paint memorial for civilians killed by Russian forces in Ukraine's Bucha,"['Euronews', 'AP']",2024-04-14,"['Ukraine', 'Street art', 'Kyiv', 'Ukraine war']",https://www.euronews.com/2024/04/14/us-artists-paint-memorial-for-civilians-killed-by-russian-forces-in-ukraines-bucha
"Revenge, geopolitics and ideology: Why did Iran attack Israel?","['Euronews', 'AP']",2024-04-14,"['Middle East', 'Israel', 'Iran', 'Israel Hamas war']",https://www.euronews.com/2024/04/14/revenge-geopolitics-and-ideology-why-did-iran-attack-israel
'Major escalation': EU leaders rally against Iran's attack on Israel,Daniel Harper,2024-04-14,"['European Union', 'Israel', 'Iran', 'Emmanuel Macron', 'Ursula von der Leyen']",https://www.euronews.com/2024/04/14/major-escalation-eu-leaders-rally-against-irans-attack-on-israel
Which country is home to Europe's heaviest drinkers?,['Euronews and AP'],2024-04-15,"['Alcohol', 'Health', 'alcoholic beverages', 'Health In data', 'Europe']",https://www.euronews.com/health/2024/04/14/dry-january-where-in-europe-is-drinking-alcohol-getting-worse-and-which-countries-have-cut
What are Israel's air defences? And why are they so effective?,['AP'],2024-04-14,"['Israel', 'Iran', 'Hamas', 'Iron Dome', 'missile attack', 'Israel attack']",https://www.euronews.com/2024/04/14/what-are-israels-air-defences-and-why-are-they-so-effective
Encouraging Gen Z voters at the European elections through workshops,Jonny Walfisz,2024-04-14,"['European Union', 'Social Media', 'Gen Z', 'film', 'voting', 'European elections 2024']",https://www.euronews.com/culture/2024/04/14/encouraging-gen-z-voters-at-the-european-elections-through-video-making-workshops
‘We were hopeful’: Climate activists reflect on EU climate action amid a green backlash,Ian Smith,2024-04-14,"['European Parliament', 'Greenpeace', 'Extinction Rebellion', 'climate activst', 'Greta Thunberg', 'European elections 2024']",https://www.euronews.com/green/2024/04/14/we-were-hopeful-climate-activists-reflect-on-eu-climate-action-amid-a-green-backlash
Ditch Paris and the Amalfi coast for these under the radar honeymoon destinations,Saskia O'Donoghue,2024-04-14,"['overtourism', 'Local travel guides', 'Tourists', 'wedding', 'international travel', 'procida']",https://www.euronews.com/travel/2024/04/14/ditch-paris-and-the-amalfi-coast-for-these-under-the-radar-honeymoon-destinations
How world leaders responded to Iran's drone attack on Israel?,['AP'],2024-04-14,"['Iran strike', 'European Union', 'Tehran', 'Rishi Sunak', 'reaction', 'Israel Hamas war']",https://www.euronews.com/2024/04/14/how-world-leaders-responded-to-irans-drone-attack-on-israel
"Israel will ‘exact price from Iran… when time is right', vows minister",['Tuba Altunkaya'],2024-04-14,"['Israel', 'Iran', 'Benjamin Netanyahu', 'Israel Hamas war', 'Attack']",https://www.euronews.com/2024/04/14/iran-retaliates-by-launching-drone-strikes-on-israel
Spanish doctors perform first robotic heart surgery on teenagers,Rory Elliott Armstrong,2024-04-13,"['doctors', 'Robotic', 'Spain', 'Surgery', 'Children', 'heart diseases']",https://www.euronews.com/health/2024/04/13/spanish-doctors-perform-first-robotic-heart-surgery-on-teenagers
Instagram to blur nudity as part of new features to protect minors from 'sextortion',['Euronews'],2024-04-15,"['Blackmail', 'Instagram', 'Meta']",https://www.euronews.com/next/2024/04/13/instagram-to-blur-nudity-as-part-of-new-features-to-protect-minors-from-sextortion
'Reggaeton Be Gone': This homemade machine silences neighbours' loud music using AI,['Euronews'],2024-04-13,"['coding', 'Artificial intelligence', 'machine learning', 'Music']",https://www.euronews.com/next/2024/04/13/reggaeton-be-gone-this-homemade-machine-silences-neighbours-music-using-ai
"Israeli military says Iran has launched drones at Israel, will take hours to arrive","['Euronews', 'AP']",2024-04-14,"['Israel', 'Iran', 'Israel Hamas war']",https://www.euronews.com/2024/04/13/tensions-soar-as-iran-seizes-container-ship-linked-to-israel
Turkey cable car accident: 174 people stranded in air rescued,"['Euronews', 'AP']",2024-04-13,"['Turkiye (Turkey)', 'Accident', 'Istanbul, Turkiye']",https://www.euronews.com/2024/04/13/turkey-cable-car-accident-scores-still-stranded-high-above-mountain
Germany passes law making it easier to legally change gender,"['Euronews', 'AP']",2024-04-13,"['transgender', 'Germany', 'LGBT', 'Law', 'Olaf Scholz']",https://www.euronews.com/health/2024/04/13/germany-passes-law-making-it-easier-to-legally-change-gender
Sydney shopping centre attack: PM praises 'heroism' of responders,"['Euronews', 'AP']",2024-04-13,"['stabbing', 'shopping center', 'Australia']",https://www.euronews.com/2024/04/13/multiple-people-stabbed-and-1-person-shot-at-a-sydney-shopping-center-media-say
