Day Index,Avg. Session Duration,seconds,z-score,baseline_iso_forest,baseline_lof
2022-03-01,0 days 00:01:56,116.0,0.8301538461538461,1,1
2022-03-02,0 days 00:01:44,104.0,0.20753846153846153,1,1
2022-03-03,0 days 00:01:46,106.0,0.3113076923076923,1,1
2022-03-04,0 days 00:01:30,90.0,-0.5188461538461538,1,1
2022-03-05,0 days 00:01:43,103.0,0.15565384615384614,1,1
2022-03-06,0 days 00:02:25,145.0,2.334807692307692,1,1
2022-03-07,0 days 00:00:57,57.0,-2.2310384615384615,1,1
2022-03-08,0 days 00:02:08,128.0,1.4527692307692308,1,1
2022-03-09,0 days 00:01:41,101.0,0.05188461538461538,1,1
2022-03-10,0 days 00:02:04,124.0,1.2452307692307691,1,1
2022-03-11,0 days 00:02:38,158.0,3.0093076923076927,-1,-1
2022-03-12,0 days 00:01:30,90.0,-0.5188461538461538,1,1
2022-03-13,0 days 00:01:15,75.0,-1.2971153846153847,1,1
2022-03-14,0 days 00:01:32,92.0,-0.41507692307692307,1,1
2022-03-15,0 days 00:01:26,86.0,-0.7263846153846154,1,1
2022-03-16,0 days 00:01:45,105.0,0.2594230769230769,1,1
2022-03-17,0 days 00:01:53,113.0,0.6745,1,1
2022-03-18,0 days 00:01:10,70.0,-1.5565384615384614,1,1
2022-03-19,0 days 00:02:00,120.0,1.0376923076923077,1,1
2022-03-20,0 days 00:01:42,102.0,0.10376923076923077,1,1
2022-03-21,0 days 00:01:19,79.0,-1.089576923076923,1,1
2022-03-22,0 days 00:01:27,87.0,-0.6745,1,1
2022-03-23,0 days 00:02:52,172.0,3.735692307692308,-1,-1
2022-03-24,0 days 00:01:18,78.0,-1.1414615384615385,1,1
2022-03-25,0 days 00:01:48,108.0,0.41507692307692307,1,1
2022-03-26,0 days 00:02:05,125.0,1.2971153846153847,1,1
2022-03-27,0 days 00:02:03,123.0,1.1933461538461538,1,1
2022-03-28,0 days 00:01:24,84.0,-0.8301538461538461,1,1
2022-03-29,0 days 00:01:36,96.0,-0.20753846153846153,1,1
2022-03-30,0 days 00:01:34,94.0,-0.3113076923076923,1,1
2022-03-31,0 days 00:01:48,108.0,0.41507692307692307,1,1
2022-04-01,0 days 00:02:22,142.0,2.179153846153846,1,1
2022-04-02,0 days 00:02:02,122.0,1.1414615384615385,1,1
2022-04-03,0 days 00:02:21,141.0,2.1272692307692305,1,1
2022-04-04,0 days 00:01:49,109.0,0.4669615384615385,1,1
2022-04-05,0 days 00:01:45,105.0,0.2594230769230769,1,1
2022-04-06,0 days 00:02:15,135.0,1.8159615384615384,1,1
2022-04-07,0 days 00:01:54,114.0,0.7263846153846154,1,1
2022-04-08,0 days 00:01:44,104.0,0.20753846153846153,1,1
2022-04-09,0 days 00:01:48,108.0,0.41507692307692307,1,1
2022-04-10,0 days 00:01:37,97.0,-0.15565384615384614,1,1
2022-04-11,0 days 00:01:56,116.0,0.8301538461538461,1,1
2022-04-12,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2022-04-13,0 days 00:01:30,90.0,-0.5188461538461538,1,1
2022-04-14,0 days 00:01:35,95.0,-0.2594230769230769,1,1
2022-04-15,0 days 00:01:43,103.0,0.15565384615384614,1,1
2022-04-16,0 days 00:01:43,103.0,0.15565384615384614,1,1
